Municipio;Nomes de medida;Ranking;Valores de medida
MORUNGABA;Total de Doses Aplicadas;298º;19693
MORUNGABA;Qtd-Doses-Distribuidas;298º;20482
AGUDOS;% em relação as doses enviadas;299º;0,961227353
AGUDOS;Total de Doses Aplicadas;299º;55495,5
AGUDOS;Qtd-Doses-Distribuidas;299º;57734
RIBEIRÃO GRANDE;% em relação as doses enviadas;300º;0,961025340
RIBEIRÃO GRANDE;Total de Doses Aplicadas;300º;11453,5
RIBEIRÃO GRANDE;Qtd-Doses-Distribuidas;300º;11918
IPORANGA;% em relação as doses enviadas;301º;0,960751979
IPORANGA;Total de Doses Aplicadas;301º;5826
IPORANGA;Qtd-Doses-Distribuidas;301º;6064
AREIAS;% em relação as doses enviadas;302º;0,959985836
AREIAS;Total de Doses Aplicadas;302º;5422
AREIAS;Qtd-Doses-Distribuidas;302º;5648
ARAÇOIABA DA SERRA;% em relação as doses enviadas;303º;0,959981314
ARAÇOIABA DA SERRA;Total de Doses Aplicadas;303º;46237,5
ARAÇOIABA DA SERRA;Qtd-Doses-Distribuidas;303º;48165
SÃO JOSÉ DO RIO PARDO;% em relação as doses enviadas;304º;0,959975649
SÃO JOSÉ DO RIO PARDO;Total de Doses Aplicadas;304º;80421
SÃO JOSÉ DO RIO PARDO;Qtd-Doses-Distribuidas;304º;83774
GUAIÇARA;% em relação as doses enviadas;305º;0,959891776
GUAIÇARA;Total de Doses Aplicadas;305º;16142,5
GUAIÇARA;Qtd-Doses-Distribuidas;305º;16817
PARAÍSO;% em relação as doses enviadas;306º;0,959856746
PARAÍSO;Total de Doses Aplicadas;306º;8978,5
PARAÍSO;Qtd-Doses-Distribuidas;306º;9354
AMERICANA;% em relação as doses enviadas;307º;0,959820592
AMERICANA;Total de Doses Aplicadas;307º;343359,5
AMERICANA;Qtd-Doses-Distribuidas;307º;357733
JABORANDI;% em relação as doses enviadas;308º;0,959673303
JABORANDI;Total de Doses Aplicadas;308º;9400
JABORANDI;Qtd-Doses-Distribuidas;308º;9795
ARAÇARIGUAMA;% em relação as doses enviadas;309º;0,959587636
ARAÇARIGUAMA;Total de Doses Aplicadas;309º;28529,5
ARAÇARIGUAMA;Qtd-Doses-Distribuidas;309º;29731
PIRACAIA;% em relação as doses enviadas;310º;0,959527063
PIRACAIA;Total de Doses Aplicadas;310º;41429,5
PIRACAIA;Qtd-Doses-Distribuidas;310º;43177
ARAPEÍ;% em relação as doses enviadas;311º;0,959324635
ARAPEÍ;Total de Doses Aplicadas;311º;3750
ARAPEÍ;Qtd-Doses-Distribuidas;311º;3909
PIQUEROBI;% em relação as doses enviadas;312º;0,959063745
PIQUEROBI;Total de Doses Aplicadas;312º;4814,5
PIQUEROBI;Qtd-Doses-Distribuidas;312º;5020
JARDINÓPOLIS;% em relação as doses enviadas;313º;0,959003091
JARDINÓPOLIS;Total de Doses Aplicadas;313º;62047,5
JARDINÓPOLIS;Qtd-Doses-Distribuidas;313º;64700
CATANDUVA;% em relação as doses enviadas;314º;0,958813878
CATANDUVA;Total de Doses Aplicadas;314º;179407,5
CATANDUVA;Qtd-Doses-Distribuidas;314º;187114
SÃO MIGUEL ARCANJO;% em relação as doses enviadas;315º;0,958784470
SÃO MIGUEL ARCANJO;Total de Doses Aplicadas;315º;45339
SÃO MIGUEL ARCANJO;Qtd-Doses-Distribuidas;315º;47288
BARRETOS;% em relação as doses enviadas;316º;0,958653771
BARRETOS;Total de Doses Aplicadas;316º;183366,5
BARRETOS;Qtd-Doses-Distribuidas;316º;191275
DRACENA;% em relação as doses enviadas;317º;0,958637435
DRACENA;Total de Doses Aplicadas;317º;67907
DRACENA;Qtd-Doses-Distribuidas;317º;70837
BARIRI;% em relação as doses enviadas;318º;0,958636944
BARIRI;Total de Doses Aplicadas;318º;46572,5
BARIRI;Qtd-Doses-Distribuidas;318º;48582
IBITINGA;% em relação as doses enviadas;319º;0,958576883
IBITINGA;Total de Doses Aplicadas;319º;85113
IBITINGA;Qtd-Doses-Distribuidas;319º;88791
UCHOA;% em relação as doses enviadas;320º;0,958073436
UCHOA;Total de Doses Aplicadas;320º;14899
UCHOA;Qtd-Doses-Distribuidas;320º;15551
SALTINHO;% em relação as doses enviadas;321º;0,957997338
SALTINHO;Total de Doses Aplicadas;321º;12236,5
SALTINHO;Qtd-Doses-Distribuidas;321º;12773
PRESIDENTE ALVES;% em relação as doses enviadas;322º;0,957202505
PRESIDENTE ALVES;Total de Doses Aplicadas;322º;5960,5
PRESIDENTE ALVES;Qtd-Doses-Distribuidas;322º;6227
VOTUPORANGA;% em relação as doses enviadas;323º;0,957077885
VOTUPORANGA;Total de Doses Aplicadas;323º;144781
VOTUPORANGA;Qtd-Doses-Distribuidas;323º;151274
SANTOS;% em relação as doses enviadas;324º;0,956928559
SANTOS;Total de Doses Aplicadas;324º;673193,5
SANTOS;Qtd-Doses-Distribuidas;324º;703494
ÁGUAS DA PRATA;% em relação as doses enviadas;325º;0,956793587
ÁGUAS DA PRATA;Total de Doses Aplicadas;325º;11936
ÁGUAS DA PRATA;Qtd-Doses-Distribuidas;325º;12475
VALENTIM GENTIL;% em relação as doses enviadas;326º;0,956767095
VALENTIM GENTIL;Total de Doses Aplicadas;326º;20260,5
VALENTIM GENTIL;Qtd-Doses-Distribuidas;326º;21176
PIRASSUNUNGA;% em relação as doses enviadas;327º;0,956245639
PIRASSUNUNGA;Total de Doses Aplicadas;327º;108269
PIRASSUNUNGA;Qtd-Doses-Distribuidas;327º;113223
CONCHAS;% em relação as doses enviadas;328º;0,956230548
CONCHAS;Total de Doses Aplicadas;328º;24272
CONCHAS;Qtd-Doses-Distribuidas;328º;25383
BILAC;% em relação as doses enviadas;329º;0,956141065
BILAC;Total de Doses Aplicadas;329º;11739,5
BILAC;Qtd-Doses-Distribuidas;329º;12278
LENÇÓIS PAULISTA;% em relação as doses enviadas;330º;0,956070560
LENÇÓIS PAULISTA;Total de Doses Aplicadas;330º;95173
LENÇÓIS PAULISTA;Qtd-Doses-Distribuidas;330º;99546
SANTO ANTÔNIO DE POSSE;% em relação as doses enviadas;331º;0,955951251
SANTO ANTÔNIO DE POSSE;Total de Doses Aplicadas;331º;32238,5
SANTO ANTÔNIO DE POSSE;Qtd-Doses-Distribuidas;331º;33724
CASTILHO;% em relação as doses enviadas;332º;0,955947663
CASTILHO;Total de Doses Aplicadas;332º;27982,5
CASTILHO;Qtd-Doses-Distribuidas;332º;29272
IGARAÇU DO TIETÊ;% em relação as doses enviadas;333º;0,955767948
IGARAÇU DO TIETÊ;Total de Doses Aplicadas;333º;34400
IGARAÇU DO TIETÊ;Qtd-Doses-Distribuidas;333º;35992
LIMEIRA;% em relação as doses enviadas;334º;0,955731528
LIMEIRA;Total de Doses Aplicadas;334º;402567,5
LIMEIRA;Qtd-Doses-Distribuidas;334º;421214
ALTINÓPOLIS;% em relação as doses enviadas;335º;0,955468630
ALTINÓPOLIS;Total de Doses Aplicadas;335º;24792,5
ALTINÓPOLIS;Qtd-Doses-Distribuidas;335º;25948
TEJUPÁ;% em relação as doses enviadas;336º;0,955049355
TEJUPÁ;Total de Doses Aplicadas;336º;6289
TEJUPÁ;Qtd-Doses-Distribuidas;336º;6585
GUAPIARA;% em relação as doses enviadas;337º;0,954648526
GUAPIARA;Total de Doses Aplicadas;337º;24839
GUAPIARA;Qtd-Doses-Distribuidas;337º;26019
ANALÂNDIA;% em relação as doses enviadas;338º;0,954599319
ANALÂNDIA;Total de Doses Aplicadas;338º;6444,5
ANALÂNDIA;Qtd-Doses-Distribuidas;338º;6751
AMÉRICO DE CAMPOS;% em relação as doses enviadas;339º;0,954481943
AMÉRICO DE CAMPOS;Total de Doses Aplicadas;339º;8880,5
AMÉRICO DE CAMPOS;Qtd-Doses-Distribuidas;339º;9304
PRAIA GRANDE;% em relação as doses enviadas;340º;0,954469438
PRAIA GRANDE;Total de Doses Aplicadas;340º;466286
PRAIA GRANDE;Qtd-Doses-Distribuidas;340º;488529
SANDOVALINA;% em relação as doses enviadas;341º;0,953760251
SANDOVALINA;Total de Doses Aplicadas;341º;5466
SANDOVALINA;Qtd-Doses-Distribuidas;341º;5731
BRODOWSKI;% em relação as doses enviadas;342º;0,953596442
BRODOWSKI;Total de Doses Aplicadas;342º;35808,5
BRODOWSKI;Qtd-Doses-Distribuidas;342º;37551
RIO DAS PEDRAS;% em relação as doses enviadas;343º;0,952372123
RIO DAS PEDRAS;Total de Doses Aplicadas;343º;43661,5
RIO DAS PEDRAS;Qtd-Doses-Distribuidas;343º;45845
LUÍS ANTÔNIO;% em relação as doses enviadas;344º;0,951736940
LUÍS ANTÔNIO;Total de Doses Aplicadas;344º;17945
LUÍS ANTÔNIO;Qtd-Doses-Distribuidas;344º;18855
BORBOREMA;% em relação as doses enviadas;345º;0,951314825
BORBOREMA;Total de Doses Aplicadas;345º;23370
BORBOREMA;Qtd-Doses-Distribuidas;345º;24566
RANCHARIA;% em relação as doses enviadas;346º;0,951272627
RANCHARIA;Total de Doses Aplicadas;346º;44774,5
RANCHARIA;Qtd-Doses-Distribuidas;346º;47068
MARAPOAMA;% em relação as doses enviadas;347º;0,951224290
MARAPOAMA;Total de Doses Aplicadas;347º;4856
MARAPOAMA;Qtd-Doses-Distribuidas;347º;5105
IGARAPAVA;% em relação as doses enviadas;348º;0,950806726
IGARAPAVA;Total de Doses Aplicadas;348º;39129,5
IGARAPAVA;Qtd-Doses-Distribuidas;348º;41154
BAURU;% em relação as doses enviadas;349º;0,950688128
BAURU;Total de Doses Aplicadas;349º;541501,5
BAURU;Qtd-Doses-Distribuidas;349º;569589
SERRA NEGRA;% em relação as doses enviadas;350º;0,950364756
SERRA NEGRA;Total de Doses Aplicadas;350º;43511,5
SERRA NEGRA;Qtd-Doses-Distribuidas;350º;45784
PLATINA;% em relação as doses enviadas;351º;0,950271423
PLATINA;Total de Doses Aplicadas;351º;4901,5
PLATINA;Qtd-Doses-Distribuidas;351º;5158
PIRACICABA;% em relação as doses enviadas;352º;0,949563176
PIRACICABA;Total de Doses Aplicadas;352º;583988
PIRACICABA;Qtd-Doses-Distribuidas;352º;615007
GUATAPARÁ;% em relação as doses enviadas;353º;0,948941524
GUATAPARÁ;Total de Doses Aplicadas;353º;10937,5
GUATAPARÁ;Qtd-Doses-Distribuidas;353º;11526
BARUERI;% em relação as doses enviadas;354º;0,948623346
BARUERI;Total de Doses Aplicadas;354º;380785
BARUERI;Qtd-Doses-Distribuidas;354º;401408
ÓLEO;% em relação as doses enviadas;355º;0,948355720
ÓLEO;Total de Doses Aplicadas;355º;4095
ÓLEO;Qtd-Doses-Distribuidas;355º;4318
MONÇÕES;% em relação as doses enviadas;356º;0,948329558
MONÇÕES;Total de Doses Aplicadas;356º;3349,5
MONÇÕES;Qtd-Doses-Distribuidas;356º;3532
ÁLVARES MACHADO;% em relação as doses enviadas;357º;0,948314455
ÁLVARES MACHADO;Total de Doses Aplicadas;357º;35163,5
ÁLVARES MACHADO;Qtd-Doses-Distribuidas;357º;37080
SUMARÉ;% em relação as doses enviadas;358º;0,948232273
SUMARÉ;Total de Doses Aplicadas;358º;377688,5
SUMARÉ;Qtd-Doses-Distribuidas;358º;398308
SÃO PEDRO DO TURVO;% em relação as doses enviadas;359º;0,948222360
SÃO PEDRO DO TURVO;Total de Doses Aplicadas;359º;10695
SÃO PEDRO DO TURVO;Qtd-Doses-Distribuidas;359º;11279
JOÃO RAMALHO;% em relação as doses enviadas;360º;0,948045977
JOÃO RAMALHO;Total de Doses Aplicadas;360º;6186
JOÃO RAMALHO;Qtd-Doses-Distribuidas;360º;6525
TARABAI;% em relação as doses enviadas;361º;0,947976879
TARABAI;Total de Doses Aplicadas;361º;10168
TARABAI;Qtd-Doses-Distribuidas;361º;10726
CORUMBATAÍ;% em relação as doses enviadas;362º;0,947911382
CORUMBATAÍ;Total de Doses Aplicadas;362º;5605
CORUMBATAÍ;Qtd-Doses-Distribuidas;362º;5913
FRANCA;% em relação as doses enviadas;363º;0,947880034
FRANCA;Total de Doses Aplicadas;363º;488389,5
FRANCA;Qtd-Doses-Distribuidas;363º;515244
GUARAÇAÍ;% em relação as doses enviadas;364º;0,947635135
GUARAÇAÍ;Total de Doses Aplicadas;364º;12061,5
GUARAÇAÍ;Qtd-Doses-Distribuidas;364º;12728
NOVA ALIANÇA;% em relação as doses enviadas;365º;0,947526438
NOVA ALIANÇA;Total de Doses Aplicadas;365º;10572,5
NOVA ALIANÇA;Qtd-Doses-Distribuidas;365º;11158
DOBRADA;% em relação as doses enviadas;366º;0,947204224
DOBRADA;Total de Doses Aplicadas;366º;11841
DOBRADA;Qtd-Doses-Distribuidas;366º;12501
GUARARAPES;% em relação as doses enviadas;367º;0,947163606
GUARARAPES;Total de Doses Aplicadas;367º;46366,5
GUARARAPES;Qtd-Doses-Distribuidas;367º;48953
PAULÍNIA;% em relação as doses enviadas;368º;0,947086900
PAULÍNIA;Total de Doses Aplicadas;368º;148024
PAULÍNIA;Qtd-Doses-Distribuidas;368º;156294
HOLAMBRA;% em relação as doses enviadas;369º;0,946815027
HOLAMBRA;Total de Doses Aplicadas;369º;23187,5
HOLAMBRA;Qtd-Doses-Distribuidas;369º;24490
FRANCISCO MORATO;% em relação as doses enviadas;370º;0,946807272
FRANCISCO MORATO;Total de Doses Aplicadas;370º;227692
FRANCISCO MORATO;Qtd-Doses-Distribuidas;370º;240484
PARAIBUNA;% em relação as doses enviadas;371º;0,946673667
PARAIBUNA;Total de Doses Aplicadas;371º;25244
PARAIBUNA;Qtd-Doses-Distribuidas;371º;26666
PRESIDENTE PRUDENTE;% em relação as doses enviadas;372º;0,946325459
PRESIDENTE PRUDENTE;Total de Doses Aplicadas;372º;337603,5
PRESIDENTE PRUDENTE;Qtd-Doses-Distribuidas;372º;356752
SALTO DE PIRAPORA;% em relação as doses enviadas;373º;0,946212969
SALTO DE PIRAPORA;Total de Doses Aplicadas;373º;62539
SALTO DE PIRAPORA;Qtd-Doses-Distribuidas;373º;66094
ARTUR NOGUEIRA;% em relação as doses enviadas;374º;0,946067072
ARTUR NOGUEIRA;Total de Doses Aplicadas;374º;74306
ARTUR NOGUEIRA;Qtd-Doses-Distribuidas;374º;78542
SÃO CAETANO DO SUL;% em relação as doses enviadas;375º;0,945705428
SÃO CAETANO DO SUL;Total de Doses Aplicadas;375º;248616,5
SÃO CAETANO DO SUL;Qtd-Doses-Distribuidas;375º;262890
CAMPINAS;% em relação as doses enviadas;376º;0,944166985
CAMPINAS;Total de Doses Aplicadas;376º;1668369,5
CAMPINAS;Qtd-Doses-Distribuidas;376º;1767028
CARAPICUÍBA;% em relação as doses enviadas;377º;0,943757447
CARAPICUÍBA;Total de Doses Aplicadas;377º;536217,5
CARAPICUÍBA;Qtd-Doses-Distribuidas;377º;568173
IGUAPE;% em relação as doses enviadas;378º;0,943642802
IGUAPE;Total de Doses Aplicadas;378º;42638,5
IGUAPE;Qtd-Doses-Distribuidas;378º;45185
ÁLVARES FLORENCE;% em relação as doses enviadas;379º;0,943205945
ÁLVARES FLORENCE;Total de Doses Aplicadas;379º;6219,5
ÁLVARES FLORENCE;Qtd-Doses-Distribuidas;379º;6594
PARAGUAÇU PAULISTA;% em relação as doses enviadas;380º;0,943054076
PARAGUAÇU PAULISTA;Total de Doses Aplicadas;380º;63758
PARAGUAÇU PAULISTA;Qtd-Doses-Distribuidas;380º;67608
GETULINA;% em relação as doses enviadas;381º;0,942987457
GETULINA;Total de Doses Aplicadas;381º;15713
GETULINA;Qtd-Doses-Distribuidas;381º;16663
CAFELÂNDIA;% em relação as doses enviadas;382º;0,942964441
CAFELÂNDIA;Total de Doses Aplicadas;382º;24105
CAFELÂNDIA;Qtd-Doses-Distribuidas;382º;25563
PRESIDENTE EPITÁCIO;% em relação as doses enviadas;383º;0,942504530
PRESIDENTE EPITÁCIO;Total de Doses Aplicadas;383º;57735
PRESIDENTE EPITÁCIO;Qtd-Doses-Distribuidas;383º;61257
SÃO LOURENÇO DA SERRA;% em relação as doses enviadas;384º;0,942427246
SÃO LOURENÇO DA SERRA;Total de Doses Aplicadas;384º;20920
SÃO LOURENÇO DA SERRA;Qtd-Doses-Distribuidas;384º;22198
MOGI DAS CRUZES;% em relação as doses enviadas;385º;0,942298253
MOGI DAS CRUZES;Total de Doses Aplicadas;385º;595091,5
MOGI DAS CRUZES;Qtd-Doses-Distribuidas;385º;631532
MAIRINQUE;% em relação as doses enviadas;386º;0,942125826
MAIRINQUE;Total de Doses Aplicadas;386º;72823,5
MAIRINQUE;Qtd-Doses-Distribuidas;386º;77297
ORINDIÚVA;% em relação as doses enviadas;387º;0,942044310
ORINDIÚVA;Total de Doses Aplicadas;387º;9354,5
ORINDIÚVA;Qtd-Doses-Distribuidas;387º;9930
CRUZEIRO;% em relação as doses enviadas;388º;0,941806462
CRUZEIRO;Total de Doses Aplicadas;388º;113968
CRUZEIRO;Qtd-Doses-Distribuidas;388º;121010
SAGRES;% em relação as doses enviadas;389º;0,941703418
SAGRES;Total de Doses Aplicadas;389º;3416,5
SAGRES;Qtd-Doses-Distribuidas;389º;3628
BOA ESPERANÇA DO SUL;% em relação as doses enviadas;390º;0,941337616
BOA ESPERANÇA DO SUL;Total de Doses Aplicadas;390º;19930
BOA ESPERANÇA DO SUL;Qtd-Doses-Distribuidas;390º;21172
SANTA CRUZ DA ESPERANÇA;% em relação as doses enviadas;391º;0,941176471
SANTA CRUZ DA ESPERANÇA;Total de Doses Aplicadas;391º;3184
SANTA CRUZ DA ESPERANÇA;Qtd-Doses-Distribuidas;391º;3383
PROMISSÃO;% em relação as doses enviadas;392º;0,941089019
PROMISSÃO;Total de Doses Aplicadas;392º;51590,5
PROMISSÃO;Qtd-Doses-Distribuidas;392º;54820
ATIBAIA;% em relação as doses enviadas;393º;0,941069904
ATIBAIA;Total de Doses Aplicadas;393º;207265
ATIBAIA;Qtd-Doses-Distribuidas;393º;220244
SÃO BENTO DO SAPUCAÍ;% em relação as doses enviadas;394º;0,940981723
SÃO BENTO DO SAPUCAÍ;Total de Doses Aplicadas;394º;17195,5
SÃO BENTO DO SAPUCAÍ;Qtd-Doses-Distribuidas;394º;18274
ÁGUAS DE LINDÓIA;% em relação as doses enviadas;395º;0,940879794
ÁGUAS DE LINDÓIA;Total de Doses Aplicadas;395º;29195,5
ÁGUAS DE LINDÓIA;Qtd-Doses-Distribuidas;395º;31030
CONCHAL;% em relação as doses enviadas;396º;0,940264567
CONCHAL;Total de Doses Aplicadas;396º;38454
CONCHAL;Qtd-Doses-Distribuidas;396º;40897
PATROCÍNIO PAULISTA;% em relação as doses enviadas;397º;0,940095668
PATROCÍNIO PAULISTA;Total de Doses Aplicadas;397º;21029
PATROCÍNIO PAULISTA;Qtd-Doses-Distribuidas;397º;22369
ALVINLÂNDIA;% em relação as doses enviadas;398º;0,938618926
ALVINLÂNDIA;Total de Doses Aplicadas;398º;4404
ALVINLÂNDIA;Qtd-Doses-Distribuidas;398º;4692
ITAPORANGA;% em relação as doses enviadas;399º;0,938530008
ITAPORANGA;Total de Doses Aplicadas;399º;21299
ITAPORANGA;Qtd-Doses-Distribuidas;399º;22694
DIRCE REIS;% em relação as doses enviadas;400º;0,938380282
DIRCE REIS;Total de Doses Aplicadas;400º;2665
DIRCE REIS;Qtd-Doses-Distribuidas;400º;2840
AGUAÍ;% em relação as doses enviadas;401º;0,938035403
AGUAÍ;Total de Doses Aplicadas;401º;49494,5
AGUAÍ;Qtd-Doses-Distribuidas;401º;52764
PORTO FELIZ;% em relação as doses enviadas;402º;0,937926322
PORTO FELIZ;Total de Doses Aplicadas;402º;76176,5
PORTO FELIZ;Qtd-Doses-Distribuidas;402º;81218
PEREIRAS;% em relação as doses enviadas;403º;0,936560799
PEREIRAS;Total de Doses Aplicadas;403º;11530
PEREIRAS;Qtd-Doses-Distribuidas;403º;12311
ITAOCA;% em relação as doses enviadas;404º;0,936147380
ITAOCA;Total de Doses Aplicadas;404º;5234
ITAOCA;Qtd-Doses-Distribuidas;404º;5591
GUARÁ;% em relação as doses enviadas;405º;0,936135679
GUARÁ;Total de Doses Aplicadas;405º;28261
GUARÁ;Qtd-Doses-Distribuidas;405º;30189
COLINA;% em relação as doses enviadas;406º;0,934815030
COLINA;Total de Doses Aplicadas;406º;25699
COLINA;Qtd-Doses-Distribuidas;406º;27491
VALINHOS;% em relação as doses enviadas;407º;0,934202885
VALINHOS;Total de Doses Aplicadas;407º;183391,5
VALINHOS;Qtd-Doses-Distribuidas;407º;196308
BARBOSA;% em relação as doses enviadas;408º;0,934176068
BARBOSA;Total de Doses Aplicadas;408º;9274,5
BARBOSA;Qtd-Doses-Distribuidas;408º;9928
CUNHA;% em relação as doses enviadas;409º;0,933559595
CUNHA;Total de Doses Aplicadas;409º;32458
CUNHA;Qtd-Doses-Distribuidas;409º;34768
PONTALINDA;% em relação as doses enviadas;410º;0,933348464
PONTALINDA;Total de Doses Aplicadas;410º;6168,5
PONTALINDA;Qtd-Doses-Distribuidas;410º;6609
VIRADOURO;% em relação as doses enviadas;411º;0,933323960
VIRADOURO;Total de Doses Aplicadas;411º;26554
VIRADOURO;Qtd-Doses-Distribuidas;411º;28451
SALES OLIVEIRA;% em relação as doses enviadas;412º;0,933032983
SALES OLIVEIRA;Total de Doses Aplicadas;412º;16775
SALES OLIVEIRA;Qtd-Doses-Distribuidas;412º;17979
AVANHANDAVA;% em relação as doses enviadas;413º;0,932912008
AVANHANDAVA;Total de Doses Aplicadas;413º;17271
AVANHANDAVA;Qtd-Doses-Distribuidas;413º;18513
TAQUARAL;% em relação as doses enviadas;414º;0,932806324
TAQUARAL;Total de Doses Aplicadas;414º;4012
TAQUARAL;Qtd-Doses-Distribuidas;414º;4301
EMBU DAS ARTES;% em relação as doses enviadas;415º;0,932663774
EMBU DAS ARTES;Total de Doses Aplicadas;415º;340066
EMBU DAS ARTES;Qtd-Doses-Distribuidas;415º;364618
POÁ;% em relação as doses enviadas;416º;0,932441512
POÁ;Total de Doses Aplicadas;416º;155438
POÁ;Qtd-Doses-Distribuidas;416º;166700
GUARIBA;% em relação as doses enviadas;417º;0,932326485
GUARIBA;Total de Doses Aplicadas;417º;53275
GUARIBA;Qtd-Doses-Distribuidas;417º;57142
MIRANDÓPOLIS;% em relação as doses enviadas;418º;0,932177471
MIRANDÓPOLIS;Total de Doses Aplicadas;418º;43281
MIRANDÓPOLIS;Qtd-Doses-Distribuidas;418º;46430
ALTO ALEGRE;% em relação as doses enviadas;419º;0,931979321
ALTO ALEGRE;Total de Doses Aplicadas;419º;6309,5
ALTO ALEGRE;Qtd-Doses-Distribuidas;419º;6770
ORIENTE;% em relação as doses enviadas;420º;0,931570842
ORIENTE;Total de Doses Aplicadas;420º;9073,5
ORIENTE;Qtd-Doses-Distribuidas;420º;9740
TAGUAÍ;% em relação as doses enviadas;421º;0,931342839
TAGUAÍ;Total de Doses Aplicadas;421º;18747
TAGUAÍ;Qtd-Doses-Distribuidas;421º;20129
BATATAIS;% em relação as doses enviadas;422º;0,930800443
BATATAIS;Total de Doses Aplicadas;422º;88319
BATATAIS;Qtd-Doses-Distribuidas;422º;94885
MONTE ALEGRE DO SUL;% em relação as doses enviadas;423º;0,930390761
MONTE ALEGRE DO SUL;Total de Doses Aplicadas;423º;11762
MONTE ALEGRE DO SUL;Qtd-Doses-Distribuidas;423º;12642
SANTA BÁRBARA D'OESTE;% em relação as doses enviadas;424º;0,930206788
SANTA BÁRBARA D'OESTE;Total de Doses Aplicadas;424º;261489,5
SANTA BÁRBARA D'OESTE;Qtd-Doses-Distribuidas;424º;281109
PIRAPOZINHO;% em relação as doses enviadas;425º;0,930187451
PIRAPOZINHO;Total de Doses Aplicadas;425º;35728,5
PIRAPOZINHO;Qtd-Doses-Distribuidas;425º;38410
PRACINHA;% em relação as doses enviadas;426º;0,929759077
PRACINHA;Total de Doses Aplicadas;426º;5480
PRACINHA;Qtd-Doses-Distribuidas;426º;5894
CARAGUATATUBA;% em relação as doses enviadas;427º;0,929523820
CARAGUATATUBA;Total de Doses Aplicadas;427º;171077
CARAGUATATUBA;Qtd-Doses-Distribuidas;427º;184048
CAPIVARI;% em relação as doses enviadas;428º;0,928090464
CAPIVARI;Total de Doses Aplicadas;428º;74153,5
CAPIVARI;Qtd-Doses-Distribuidas;428º;79899
EMBAÚBA;% em relação as doses enviadas;429º;0,927643785
EMBAÚBA;Total de Doses Aplicadas;429º;3500
EMBAÚBA;Qtd-Doses-Distribuidas;429º;3773
SANTO ANTÔNIO DO ARACANGUÁ;% em relação as doses enviadas;430º;0,927622323
SANTO ANTÔNIO DO ARACANGUÁ;Total de Doses Aplicadas;430º;11868
SANTO ANTÔNIO DO ARACANGUÁ;Qtd-Doses-Distribuidas;430º;12794
CANANÉIA;% em relação as doses enviadas;431º;0,927082256
CANANÉIA;Total de Doses Aplicadas;431º;17920,5
CANANÉIA;Qtd-Doses-Distribuidas;431º;19330
CHARQUEADA;% em relação as doses enviadas;432º;0,926839878
CHARQUEADA;Total de Doses Aplicadas;432º;23437
CHARQUEADA;Qtd-Doses-Distribuidas;432º;25287
MACAUBAL;% em relação as doses enviadas;433º;0,926719961
MACAUBAL;Total de Doses Aplicadas;433º;11476,5
MACAUBAL;Qtd-Doses-Distribuidas;433º;12384
OSVALDO CRUZ;% em relação as doses enviadas;434º;0,926119050
OSVALDO CRUZ;Total de Doses Aplicadas;434º;48931,5
OSVALDO CRUZ;Qtd-Doses-Distribuidas;434º;52835
VALPARAÍSO;% em relação as doses enviadas;435º;0,925963167
VALPARAÍSO;Total de Doses Aplicadas;435º;34994
VALPARAÍSO;Qtd-Doses-Distribuidas;435º;37792
JUQUITIBA;% em relação as doses enviadas;436º;0,925293717
JUQUITIBA;Total de Doses Aplicadas;436º;43474
JUQUITIBA;Qtd-Doses-Distribuidas;436º;46984
PINDAMONHANGABA;% em relação as doses enviadas;437º;0,924961058
PINDAMONHANGABA;Total de Doses Aplicadas;437º;228618
PINDAMONHANGABA;Qtd-Doses-Distribuidas;437º;247165
ESPÍRITO SANTO DO PINHAL;% em relação as doses enviadas;438º;0,924426381
ESPÍRITO SANTO DO PINHAL;Total de Doses Aplicadas;438º;62891,5
ESPÍRITO SANTO DO PINHAL;Qtd-Doses-Distribuidas;438º;68033
ANHEMBI;% em relação as doses enviadas;439º;0,923981434
ANHEMBI;Total de Doses Aplicadas;439º;8958
ANHEMBI;Qtd-Doses-Distribuidas;439º;9695
PINDORAMA;% em relação as doses enviadas;440º;0,923576505
PINDORAMA;Total de Doses Aplicadas;440º;22611
PINDORAMA;Qtd-Doses-Distribuidas;440º;24482
ZACARIAS;% em relação as doses enviadas;441º;0,923435583
ZACARIAS;Total de Doses Aplicadas;441º;3763
ZACARIAS;Qtd-Doses-Distribuidas;441º;4075
PIQUETE;% em relação as doses enviadas;442º;0,922959184
PIQUETE;Total de Doses Aplicadas;442º;18994,5
PIQUETE;Qtd-Doses-Distribuidas;442º;20580
BENTO DE ABREU;% em relação as doses enviadas;443º;0,922477834
BENTO DE ABREU;Total de Doses Aplicadas;443º;3849,5
BENTO DE ABREU;Qtd-Doses-Distribuidas;443º;4173
MONTE AZUL PAULISTA;% em relação as doses enviadas;444º;0,922251238
MONTE AZUL PAULISTA;Total de Doses Aplicadas;444º;27193,5
MONTE AZUL PAULISTA;Qtd-Doses-Distribuidas;444º;29486
UBIRAJARA;% em relação as doses enviadas;445º;0,922073579
UBIRAJARA;Total de Doses Aplicadas;445º;6892,5
UBIRAJARA;Qtd-Doses-Distribuidas;445º;7475
APARECIDA;% em relação as doses enviadas;446º;0,921899604
APARECIDA;Total de Doses Aplicadas;446º;48007
APARECIDA;Qtd-Doses-Distribuidas;446º;52074
BARRA DO CHAPÉU;% em relação as doses enviadas;447º;0,921620012
